Buenos días. | Cuira. | Tarahumara del Centro | López B., Ramón, Pérez Flores, Francisco , Ralámuli Raꞌicháruami , [Frases: Tarahumara―Español] , [1ª] , 1987
las antiguas palabras. | pe ki'yáwala ra'ichása aré. | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
Mira, mi niña: | Nibí, mojé tewé: | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
no te averguences | ketási mo rewélisa aré | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
cuando te hablen en tarahumar | pe ralámuli ra'ichása | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
tus abuelos paternos. | kému ochípali  a'lí kemú aká. | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
En Chihuahua se habló primero | Je'ná Chiwáwa kó | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
el idioma de los tarahumares | ralámuli ra'íchale | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
desde hace muchísimo tiempo | bachabé ko sébali | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
antes, desde el principio. | chabé ki'yá sinéwi chokichí. | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
Arcoíris | Konomí | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
¡Qué hermoso eres | ¡Né mu ga'lá semáti jú | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
tú, arcoiris | mujé konomí kó | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
que vuelas en la cascada! | mapu bokílale i'ní! | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
yo te saludo | Nejé ko nimí nalépi tú | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
y tú | a'lí mujé kó | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
¡con el viento respondes! | ¡pé eeká kíte nijéwi! | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
Chu'yaa | Chu'yáa | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi 
No es una estrella fugaz | Ké tási olemá jú | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
eso que brilla entre los pinos | mapu mu rajáa lé okólale | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
¡es un pájaro azul! | ¡pe chu'yá jú! | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
Saludos del ave | Táa chulukí nalepáala | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
Qué hermoso nos habla | Né ga'lá semáti aní | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
el pájaro esta mañana: | jípe be'á tá chulukí | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
Buenos días a todos | Kwíla bá si'néami kó | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
los que estamos aquí | mapu ikí sébali | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
en este hermoso mundo. | jéna semáti wichimóba. | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
Y sin embargo hay gente, | Nóli bé jalé kó | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
que no le da valor | ké tási belá natéami nilá | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
a lo que canta un pájaro. | mapu a'lí ta nalépua chulukí jíti. | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
No es más que un pájaro, es cierto | Échi kó 'á belá bichíwali chulugí jú | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
el que te está cantando | mapu nimí nalépi | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
¡y sin embargo vale | ¡nóli bé ayéna chó natéami jú | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
lo mismo que un hermano! | mapulegá kému retémail! | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
Canción del agua y los peces | Ba'wí a'lí ro'chí 'wikaráala | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
Los peces también bailan | Ro'chí kó ayéna chó awí | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
yúmare, | yúmalí, | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
para que pueda llover. | mapulegá ukuméa. | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
Desde lo alto de una roca | Rehpá wa'lú retélale | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
sentado yo estoy mirando | asagá ne retewá | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
esas danzas en el agua. | 'échi ba'wéchi awiwáame. | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
El pez dorado, el pez verde: | Láaname ro'chí, siyóname ro'chí: | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
yúmare, | yúmali, | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
bailan en lo hondo del agua. | rokóachi ba'wéchi awí. | Tarahumara del Centro | Eká kusúala, Canciones del viento, Martín Makáwi
Tiempo de los tambores | Rampóli anéachi | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
Cuando resuenan los tambores en este mundo | Mapú rampolí ané je'na wichimoba | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
retumban poderosamente en las cuevas y las barrancas; | népi iwéame kebári sikóchi, resochí, a'lí bakóchi; | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
los animales y plantas que viven en el monte | namúti mápu kawichí eperé | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
despiertan alegres al escuchar el eco. | népi busuré kaníla kipúu rampóli kebáala. | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
El tarahumar todas las mañanas cuando despierta | Ralámuli sinibí be'á mápu a'lii busulé | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
contento saluda a su Padre y a su Madre; | ga'lá kaníliga naplépa kéti Onó a'lí keti Eyé; | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
sonando el tambor saluda a los que viven arriba | rampóli anéala kiti ta narépi panina e'peréame | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
y los árboles y los animales saludan con su propia música. | jáwame a'lii 'éename pé abóni semelíala neláa. | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
El tarahumar con el sonido de la piel despierta a sus Padres | Ralámuli wichí anéala kiti busurébi E'wénuala | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
el tarahumar con el sonido de la piel despierta a la tierra | ralámuli wichí anéala kíti busulébi we'é | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
para que comience a nacer la hierba | mapuliká reyáwi chotáma a'wiyá | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
para que comience a nacer el maíz. | mapuliká suunú chotáma a'wiyá. | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
¡Despierta, despierta, madre Tierra! | ¡Busulé, busulé, kéni eyé We'é! | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
Largamente has dormido todo el invierno; | Má wi'libé mu kochíli romó; | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
¡Despierta, despierta, madre Tierra! | ¡Busulé, busulé, kéni eyé We'é! | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
Ya haz nacer al maíz y a las demás plantas. | má ochébi suunú a'lí jalé chó reyawi. | Tarahumara del Centro | Artes de México, México, 2014 Núm. 112 Mar, Pág. 60, Martín Makáwi
El origen de los Rarámuri y los Chabochi | Churegá owínali rarámuri alí chabochi | Tarahumara del Norte | Sesenta y Ocho Voces, Hola Combo, Canal Once, INALI, CDI, 2017
Cuentan que hace muchos años, el Sol y la Luna eran dos niños que vivían en una choza, sin luz ni compañía. | Aniwá mapu chabea kiyá, churegá owínali Rayénari alí Mechá, ne kulii ko nili okuá kúruwi, mapu pereeli biléana ipolíchi, ni bile itéeli rajéala awénili pereeli. | Tarahumara del Norte | Sesenta y Ocho Voces, Hola Combo, Canal Once, INALI, CDI, 2017
Y es por eso que crearon a los Tarahumaras. | Nalí echi kiti a weeli rarámuri. | Tarahumara del Norte | Sesenta y Ocho Voces, Hola Combo, Canal Once, INALI, CDI, 2017
El Sol creó a la humanidad a partir del maíz, formó una figura de hombre y le sopló tres veces para darle vida. | Rayénari a weeli rejoi sunú kítera, ma newása ko a púchili besá kayámi alí owínali. | Tarahumara del Norte | Sesenta y Ocho Voces, Hola Combo, Canal Once, INALI, CDI, 2017
Más tarde moldeó a la mujer, a quien le dio cuatro soplidos, pues necesitaría más fuerza para parir a sus hijos. | Choná jonsa ko a newáli mukí, echi mukí ko púchili nayósa kayámi alí owinali alí iwítali, jiti a ompama kuchuwa chiriká ali jiwérili. | Tarahumara del Norte | Sesenta y Ocho Voces, Hola Combo, Canal Once, INALI, CDI, 2017
Al enterarse de esto, el señor de la Oscuridad, molesto y envidioso, modeló una figura de ceniza a la que le dio un soplo para vivir y así nació el hombre blanco o chabochi. | Ayéna chó rejoi rukáwali we chiriká najítila chi rarámuri, a newáli napisó kitera alí sinépi púchika iwítali chiriká najítili olí rosákami chabochi. | Tarahumara del Norte | Sesenta y Ocho Voces, Hola Combo, Canal Once, INALI, CDI, 2017
Fue así como fueron creados los rarámuri y los chabochi | Echiriká iwítali rarámuri alí chabochi | Tarahumara del Norte | Sesenta y Ocho Voces, Hola Combo, Canal Once, INALI, CDI, 2017
Así lo cuentan los rarámuri. | Echiriká ra'icha aní rarámuri. | Tarahumara del Norte | Sesenta y Ocho Voces, Hola Combo, Canal Once, INALI, CDI, 2017
Constitución Política de los Estados Unidos Mexicanos | Kostitusioni Mapu Oná Uchúwi Osirua Sébali Nulalíwami Mapu Nirú Jemi Kawí Mésiko | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
VENUSTIANO CARRANZA, Primer Jefe del Ejército Constitucionalista, Encargado del Poder Ejecutivo de los Estados Unidos Mexicanos, hago saber: | Walúala nuléami sontárosi VENUSTIANO CARRANZA bisirente ká wilíami jemi kawí mésiko a nawési: | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Que el Congreso Constituyente reunido en esta ciudad el 1o. de diciembre de 1916, en virtud del decreto de convocatoria de 19 de septiembre del mismo año, expedido por la Primera Jefatura, de conformidad con lo prevenido en el artículo 4o. de las modificaciones que el 14 del citado mes se hicieron al decreto de 12 de diciembre de 1914, dado en la H. Veracruz, adicionando el Plan de Guadalupe, de 26 de marzo de 1913, ha tenido a bien expedir la siguiente: | Napawíli sinéami jáwami konkreso muchúwami napawíka ra'íchali alá natúwili bilé rawé sébachi mechá risiembre bamíali bilé mili kimakói siento makói usáni,bachá alá owísa sinéami alá osaká bajurékisa makói ikimakói rawé mechá setiembre echiyéna á bamíbali,osaká nijáli jáwami bilé jefatura,ne mapu riká aní nulalíwami osirúami nayóana chureká nakulíwali makói nayó rawé a nokáli alá ku osayá,alí makói okuá rawé cho sébachi mechá risiembre bamíali bilé míli kimakói siento makói bikía inárachi mapu alí ne alá kú newáli,ra'íchali mapu buyánali konkreso mi Veracruz ayénacho jena osiiro oselíchi plan de Guadalupe makói usáni rawé sébachi marzo mechá bamíali bilé míli kimakói siento makói bikía,alá newalaká buyánali: | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS QUE REFORMA LA DE 5 DE FEBRERO DE 1857 | KOSTITUSION POLITICA NULAAMI JEMI OMAANA KAWÍ MÉSIKO ESTADOS UNIDOS MEXICANOS, ALÁ KU OSIIRO MALÍ RAWÉ SEBACHI MECHA FEBRERO, BILE MILI OSÁ NAYÓ SIENTO MALISA MAKÓI KICHÁWI INÁRACHI BAMÍBALI KO | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Título Primero | Bachá Anirúami | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Capítulo I | Kapitulo bilé | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
De los Derechos Humanos y sus Garantías | Rerécho suwába pakótami níala alí abóni 'nimíala | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Artículo 1o. | OSIRÚA'MI 1. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
En los Estados Unidos Mexicanos todas las personas gozarán de los derechos humanos reconocidos en esta Constitución y en los tratados internacionales de los que el Estado Mexicano sea parte, así como de las garantías para su protección, cuyo ejercicio no podrá restringirse ni suspenderse, salvo en los casos y bajo las condiciones que esta Constitución establece. | Jémi kawí Mésiko si'néa'mi pakóta'mi 'níwi rerécho machirúa'mi kostitusióni mapu bachá rikó ra'ichára'mi jú mapú Mésiko sí nikúroli, ayéna chó nikúro tibúa, ké wési oméro mí ké nakiwía mapú chiriká nokibóa, a'lá neráka kostitusióni. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Las normas relativas a los derechos humanos se interpretarán de conformidad con esta Constitución y con los tratados internacionales de la materia favoreciendo en todo tiempo a las personas la protección más amplia. | Nulalíwa'mi mapu 'níwi rerécho ibílipi pakóta'mi níwala, a'lá riwíta'mi níma a'lí kó bachá rikó ra'ichára'mi jú kíti sinibí a'lá ku'íroma si'néa'mi pakóta'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Todas las autoridades, en el ámbito de sus competencias, tienen la obligación de promover, respetar, proteger y garantizar los derechos humanos de conformidad con los principios de universalidad, interdependencia, indivisibilidad y progresividad. | Si'néa'mi wéala jáwa'mi jápu o'ná nulá, 'á iwérili jú kíti nikúrima tibúa a'lí riwiwía séba'lí rerécho ibíli pakóta'mi níwala mapu riká nulá suwimá nirúa'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
En consecuencia, el Estado deberá prevenir, investigar, sancionar y reparar las violaciones a los derechos humanos, en los términos que establezca la ley. | Suwé ikisáa estaro jú mapu nocháma a'lí nikúroma chéwia, aasía, rikiría a'lí kú karéwía, kíti riwíta'mi níima suwába pakóta'mi, né mapu riká aní nulalíwa'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Queda prohibida toda discriminación motivada por origen étnico o nacional, el género, la edad, las discapacidades, la condición social, las condiciones de salud, la religión, las opiniones, las preferencias sexuales, el estado civil o cualquier otra que atente contra la dignidad humana y tenga por objeto anular o menoscabar los derechos y libertades de las personas. | Ke nirú risénsia maputa risóa olára'mi níima jápi riká kawélia, riwía a'lí chijúnia chú kó ré wikanáta'mi ralámuli ké, piri kó ré mukí ké, rejói má, riskapasirá nayúa'mi, chú kó ré 'wé winomíwa'mi ké a'lí risóati, píri iyéri onorúa'mi bichíwia'mi ké, a'lí mapu riká 'náta binói, chú kó ré mukí chópi riká napawísa a'lí rejói, pé chuwé riká nokisáa ké wési namúa anésaré chijunía séba'lí rerécho a'lí ké belá nikuméwisaré 'échi pakóta'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Artículo 2o. | OSIRÚA'MI 2. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
La Nación Mexicana es única e indivisible. | 'Échi kawí Mésiko pé bilépi jú, ké wési oméro rojaná. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
La Nación tiene una composición pluricultural sustentada originalmente en sus pueblos indígenas que son aquellos que descienden de poblaciones que habitaban en el territorio actual del país al iniciarse la colonización y que conservan sus propias instituciones sociales, económicas, culturales y políticas, o parte de ellas. | Suwimá kawí Mésiko 'á eperé wikanáta'mi pakóta'mi mapu riká eperéeli anayáwa'lí suwimá póbolochi mapuriká chabéi ki'yá kéchó síachi o'lí jena'í tamó kawíwalachi mapu riká abói 'á natuíka eperéeli chúreká nocháma, kípu méma wenomí, mapuriká o'mawámi níili, a'lí chúriká natuíka jáwa'lí isélika'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
La conciencia de su identidad indígena deberá ser criterio fundamental para determinar a quiénes se aplican las disposiciones sobre pueblos indígenas. | Abói pakóta'mi i'kiíka animéa ácha ralámuli ká kití 'á natéa'mi nerára'mi níima. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Son comunidades integrantes de un pueblo indígena, aquellas que formen una unidad social, económica y cultural, asentadas en un territorio y que reconocen autoridades propias de acuerdo con sus usos y costumbres. | Biléana póbolochi mapu wikáka napawíka e'peré, séba'lí mapu abói 'á nócha, a'lí kó 'á chúreká o'mawá, a'lí mapu o'ná e'peréa muchúwi pakóta'mi, mapu abói 'á riwiíka nokísimi 'échi jáwa'mi, mapu riká 'á binérili anayáwa'lí. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
El derecho de los pueblos indígenas a la libre determinación se ejercerá en un marco constitucional de autonomía que asegure la unidad nacional. | Séba'lí rerécho pakóta'mi níwala abóni ikiíka nokisáre mapu riká nulá kostitusióni kíti a'lá napawíka rejólima. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
El reconocimiento de los pueblos y comunidades indígenas se hará en las constituciones y leyes de las entidades federativas, las que deberán tomar en cuenta, además de los principios generales establecidos en los párrafos anteriores de este artículo, criterios etnolingüísticos y de asentamiento físico. | Kíti a'lá machirúa'mi níima jápi o'ná e'peré pakóta'mi écho'ná póbolochi mapu a'lí estáro newámaré nulalíwa'mi a'lá inéka oláma kostitusióni a'lá riwiíka oláma bachá anirúa'mi, mapu wikanáta'mi ra'icháliwa mapu o'ná e'peré pakóta'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Esta Constitución reconoce y garantiza el derecho de los pueblos y las comunidades indígenas a la libre determinación y, en consecuencia, a la autonomía para: | Ná kostitusióni kó a'lá machí a'lí ku'íro séba'lí rerécho mapu 'níwi su'wába póbolochi a'lí ralámuli o'máana e'peréame kíti abóni 'nátaka a'lá ikiíka tibúma séba'lí abói níwala: | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Decidir sus formas internas de convivencia y organización social, económica, política y cultural. | Abóni ikiíka nokiméa a'lí natuwíka nocháma a'lí méma wenomí, abóni chó jawáma jáwa'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Aplicar sus propios sistemas normativos en la regulación y solución de sus conflictos internos, sujetándose a los principios generales de esta Constitución, respetando las garantías individuales, los derechos humanos y, de manera relevante, la dignidad e integridad de las mujeres. | Abóni a'lá natuwíka katewáma ra'ícha'lí isíni karúa nokisáa pakóta'mi, a'lá machiká mapu riká nulá kostitusióni, a'lá neráka chó séba'lí rerécho mapu niwí ibílipi pakóta'mi a'lá riwiká chó u'mukí. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
